id,full_name,age,gender,model,color,performance,km,condition,price
2201,Mike Johnson,51,Genderfluid,Avenir,Red,297,448264,very bad,36668.41
2202,Mike Williams,53,Genderfluid,Quest,Green,150,805972,new,15513.34
2203,Mike Johnson,32,Genderfluid,Gloria,Yellow,310,462242,very good,46123.92
2204,Chris Brown,66,Polygender,Leaf,Gray,224,709371,very bad,22064.3
2205,David Smith,55,Female,Quest,Silver,58,192931,new,30511.86
2206,Alex Johnson,68,Male,Juke,Black,38,557507,very good,44400.56
2207,David Smith,66,Female,Gloria,Yellow,262,286891,old,41379.93
2208,John Miller,26,Male,Maxima,Silver,243,795846,very good,39309.17
2209,Jane Taylor,45,Genderfluid,Avenir,Blue,346,850133,old,34528.14
2210,Laura Davis,35,Polygender,Leaf,Purple,11,815143,bad,16095.92
2211,Jane Miller,22,Male,Altima,Purple,376,178262,very bad,5158.18
2212,David Moore,64,Polygender,Altima,Red,211,855695,very bad,6847.05
2213,Sophie Davis,37,Non-binary,Pathfinder,Black,80,133106,old,41182.33
2214,Jane Miller,39,Genderfluid,March / Micra,Green,49,521004,very good,21408.11
2215,Jane Brown,41,Female,Altima,Silver,195,960796,very bad,6674.87
2216,Mike Jones,36,Polygender,Maxima,White,88,882898,old,19160.1
2217,Chris Johnson,59,Male,Rnessa,Red,23,981505,old,13256.23
2218,Chris Davis,18,Non-binary,Maxima,Purple,67,393252,very bad,23078.69
2219,Katie Smith,46,Female,Pathfinder,Purple,93,251579,very good,15233.38
2220,Laura Wilson,23,Female,Rnessa,Green,195,171847,bad,44043.86
2221,John Jones,63,Male,Gloria,Silver,38,849681,very bad,5220.86
2222,John Taylor,27,Female,Avenir,Black,84,513876,new,32476.37
2223,Emily Jones,24,Male,Juke,Blue,8,55451,new,38684.5
2224,John Davis,29,Non-binary,Gloria,Yellow,296,559217,new,19083.28
2225,,,,,,,,,
2226,David Smith,58,Genderfluid,March / Micra,Black,58,579197,bad,35182.49
2227,Laura Taylor,58,Genderfluid,Altima,Green,58,647271,old,37703.98
2228,John Davis,19,Non-binary,Leaf,Orange,258,846881,very good,35641.04
2229,Sophie Smith,62,Non-binary,Gloria,Silver,81,540304,very bad,31674.89
2230,Alex Johnson,33,Polygender,Maxima,White,176,447830,new,9907.16
2231,Mike Taylor,65,Male,Gloria,Red,69,602046,very good,43251.49
2232,David Johnson,50,Genderfluid,Juke,Gray,293,884288,old,19172.22
2233,Laura Smith,49,Female,Altima,White,352,626214,old,47658.63
2234,Katie Jones,39,Non-binary,Altima,White,206,514552,very bad,24908.12
2235,John Brown,46,Polygender,Pathfinder,Yellow,30,500320,old,46136.81
2236,Katie Moore,22,Female,Maxima,Silver,268,231628,bad,16177.07
2237,Sophie Taylor,53,Genderfluid,Juke,Black,95,684016,very bad,49102.36
2238,Alex Taylor,68,Non-binary,Pathfinder,Purple,200,424912,new,6776.74
2239,John Taylor,56,Genderfluid,Quest,Gray,95,307869,very good,20399.63
2240,John Davis,56,Genderfluid,Leaf,Red,15,230699,very good,46058.92
2241,Alex Johnson,34,Male,Avenir,Orange,247,988025,old,20975.53
2242,John Williams,37,Non-binary,Quest,Green,374,100331,bad,13545.98
2243,Emily Moore,69,Polygender,Gloria,White,373,266935,very bad,30541.25
2244,Jane Taylor,39,Genderfluid,Gloria,Green,139,83334,bad,48318.49
2245,Emily Taylor,54,Polygender,Juke,Purple,138,97413,very bad,46818.41
2246,John Brown,51,Non-binary,Pathfinder,Silver,226,381718,new,15528.29
2247,,,,,,,,,
2248,John Miller,30,Male,Avenir,Red,304,559115,very good,7529.8
2249,Laura Brown,18,Genderfluid,March / Micra,Red,39,421661,new,35924.86
2250,Mike Jones,26,Female,Gloria,Blue,185,998618,old,38718.83
2251,Emily Williams,20,Male,Avenir,White,120,211109,bad,15115.32
2252,Sophie Jones,47,Female,Leaf,Red,325,26966,old,25556.37
2253,,,,,,,,,
2254,Laura Davis,31,Polygender,Juke,Yellow,7,671384,very good,10267.44
2255,Jane Moore,51,Polygender,Quest,Silver,43,571857,very good,31861.32
2256,,,,,,,,,
2257,Chris Jones,65,Non-binary,Gloria,Blue,254,205988,very bad,13332.2
2258,David Taylor,50,Polygender,Avenir,Yellow,348,754761,old,34779.04
2259,David Wilson,19,Genderfluid,Leaf,Yellow,208,334779,new,44903.89
2260,Katie Taylor,26,Female,Pathfinder,White,199,61210,new,33784.66
2261,Alex Johnson,67,Genderfluid,Rnessa,Black,326,966606,very good,38059.61
2262,Emily Taylor,64,Genderfluid,Juke,Silver,267,716013,old,37806.02
2263,John Taylor,55,Male,Avenir,Blue,274,606852,very good,19997.45
2264,Emily Miller,32,Non-binary,March / Micra,Yellow,48,277148,new,40888.46
2265,Laura Miller,48,Non-binary,Pathfinder,Purple,337,403921,very good,37519.39
2266,Jane Miller,46,Polygender,Quest,Silver,112,917802,new,14765.17
2267,Sophie Brown,44,Polygender,Juke,Yellow,206,59869,old,33159.81
2268,Emily Wilson,56,Non-binary,Maxima,Orange,220,697868,very bad,25656.12
2269,Sophie Miller,34,Genderfluid,March / Micra,Purple,198,625283,very good,17613.42
2270,Katie Taylor,65,Polygender,Maxima,Silver,244,857542,new,43752.65
2271,,,,,,,,,
2272,John Wilson,32,Genderfluid,Quest,Red,83,985815,very good,25886.6
2273,Jane Moore,67,Polygender,Leaf,Red,181,289844,very good,36352.72
2274,David Jones,59,Non-binary,Rnessa,Purple,375,894062,very good,41474.84
2275,David Miller,31,Polygender,Avenir,White,78,253794,old,39124.01
2276,Alex Wilson,31,Polygender,Juke,Yellow,333,293238,new,38710.32
2277,Emily Wilson,46,Male,Pathfinder,Gray,210,702438,very bad,5471.41
2278,John Johnson,36,Genderfluid,Gloria,Green,33,553967,new,21474.78
2279,Chris Wilson,21,Polygender,Gloria,Orange,326,990361,old,7874.9
2280,Emily Davis,56,Male,Pathfinder,Blue,295,654287,very bad,5293.5
2281,Chris Wilson,69,Male,Maxima,Silver,89,226438,old,6687.79
2282,John Moore,54,Polygender,Maxima,Silver,47,265121,old,5483.72
2283,Katie Moore,68,Non-binary,Maxima,Black,399,993787,old,48165.61
2284,Katie Wilson,58,Female,Leaf,Yellow,344,435506,new,18283.33
2285,Laura Taylor,27,Genderfluid,Leaf,Silver,50,229253,bad,18593.29
2286,Katie Moore,59,Non-binary,Gloria,Yellow,247,547086,new,43173.5
2287,John Williams,46,Non-binary,Gloria,Green,134,863152,old,14106.57
2288,John Brown,49,Polygender,Rnessa,Orange,39,771847,very bad,22758.65
2289,David Moore,24,Female,Leaf,Purple,295,761360,old,20139.77
2290,Mike Johnson,65,Male,Maxima,Yellow,291,313952,very good,33080.61
2291,Emily Brown,23,Polygender,Avenir,Silver,31,181992,new,46625.65
2292,Alex Wilson,49,Female,Leaf,White,247,19168,very bad,25391.17
2293,Alex Smith,42,Female,Rnessa,Yellow,352,828506,very good,12678.89
2294,Alex Miller,23,Non-binary,Rnessa,Gray,174,975966,very bad,9147.99
2295,Katie Johnson,24,Male,Pathfinder,Red,42,295638,bad,30038.55
2296,Mike Williams,33,Polygender,Avenir,White,49,443555,very bad,29839.01
2297,Laura Brown,56,Non-binary,Altima,Orange,314,643530,bad,7043.75
2298,Emily Smith,59,Genderfluid,Juke,Orange,359,816486,old,25502.03
2299,,,,,,,,,
2300,Alex Moore,30,Polygender,Pathfinder,Green,158,995502,new,28851.89
2301,Alex Davis,28,Polygender,Maxima,Black,270,529200,very bad,19343.54
2302,,,,,,,,,
2303,David Miller,47,Non-binary,Altima,Silver,90,67126,very good,49482.08
2304,John Miller,69,Non-binary,Gloria,Red,158,326373,new,37077.36
2305,Chris Jones,28,Non-binary,Avenir,Black,372,283207,new,26102.56
2306,Mike Taylor,47,Male,Avenir,Blue,375,895399,bad,49594.02
2307,David Williams,63,Polygender,Gloria,Orange,91,225281,new,42752.77
2308,,,,,,,,,
2309,,,,,,,,,
2310,Sophie Taylor,19,Female,Rnessa,Purple,396,754861,very bad,46471.6
2311,John Taylor,50,Genderfluid,Gloria,Blue,26,647468,very bad,34021.82
2312,Jane Williams,65,Male,Juke,Yellow,364,493131,bad,33765.1
2313,Chris Johnson,56,Polygender,Altima,Gray,128,816926,bad,37604.51
2314,Sophie Wilson,39,Polygender,Rnessa,Blue,260,579441,old,49966.62
2315,Katie Taylor,23,Female,March / Micra,Silver,140,98324,bad,42874.21
2316,Sophie Smith,20,Female,Juke,Green,311,497250,bad,20877.38
2317,Laura Jones,28,Male,Leaf,Silver,299,646465,very good,7380.44
2318,Alex Miller,32,Non-binary,Pathfinder,Green,348,13978,bad,22435.75
2319,Sophie Moore,46,Genderfluid,Avenir,Silver,310,209576,very good,12178.1
2320,Jane Moore,64,Polygender,Juke,Blue,150,706742,very bad,33949.19
2321,John Brown,38,Male,Quest,Red,182,907225,bad,47093.85
2322,Mike Davis,18,Genderfluid,Avenir,Green,285,267876,new,49645.15
2323,Chris Williams,64,Genderfluid,Rnessa,Black,101,671910,very good,26387.83
2324,Chris Miller,51,Non-binary,Gloria,Green,320,666813,old,15996.9
2325,Emily Taylor,42,Non-binary,Altima,Red,72,756267,new,13682.57
2326,David Smith,21,Polygender,Avenir,White,93,934856,old,21582.12
2327,Sophie Davis,33,Female,Gloria,Gray,387,602581,new,49720.63
2328,Jane Johnson,45,Non-binary,Altima,Silver,161,109775,old,6277.51
2329,Sophie Wilson,53,Non-binary,Altima,Yellow,306,125586,very bad,46092
2330,Sophie Taylor,49,Female,Gloria,Blue,123,949854,bad,35894.13
2331,Emily Taylor,56,Male,Maxima,Gray,353,274518,very good,9012.51
2332,Katie Brown,39,Polygender,Juke,Yellow,289,857661,very good,46293.6
2333,Mike Williams,20,Non-binary,March / Micra,Gray,144,354861,bad,45952.39
2334,David Smith,32,Female,Rnessa,Silver,161,365557,very bad,42323.1
2335,John Brown,31,Male,Gloria,Blue,166,861486,very bad,7712.22
2336,Alex Brown,42,Polygender,Leaf,Silver,6,200653,very bad,6946.07
2337,Sophie Johnson,68,Female,Quest,Green,109,485209,bad,19584.15
2338,Emily Williams,49,Polygender,Maxima,Orange,364,461815,very good,41794.22
2339,Sophie Moore,68,Non-binary,Pathfinder,Red,161,103214,old,41367.13
2340,Chris Miller,52,Female,Leaf,Blue,300,909349,bad,6681.44
2341,Laura Brown,49,Female,Gloria,Green,89,713352,bad,5268.1
2342,Katie Williams,55,Genderfluid,Leaf,Black,247,223618,bad,23343.22
2343,Alex Brown,39,Non-binary,Gloria,White,141,321472,bad,43972.5
2344,Katie Jones,64,Genderfluid,Leaf,Blue,148,311965,new,16012.35
2345,Alex Jones,37,Genderfluid,Avenir,Silver,341,91940,old,34192.14
2346,Jane Miller,29,Non-binary,Quest,Green,71,934255,new,48597.74
2347,Jane Moore,57,Polygender,Leaf,Silver,88,634835,very bad,29193.11
2348,John Taylor,68,Non-binary,Altima,Silver,10,968218,very bad,26584.92
2349,John Taylor,33,Genderfluid,Leaf,Blue,18,369767,bad,11474.25
2350,,,,,,,,,
2351,Emily Davis,25,Female,Quest,Blue,307,873717,new,16895.87
2352,Emily Brown,34,Polygender,Rnessa,White,347,321108,very bad,32862.13
2353,Laura Wilson,42,Polygender,Leaf,Red,185,604586,very good,12947.63
2354,Chris Taylor,54,Non-binary,Maxima,Blue,10,196708,very bad,23991.48
2355,Emily Moore,32,Male,Maxima,Gray,184,714751,very good,10328.05
2356,,,,,,,,,
2357,John Miller,69,Polygender,Juke,Gray,222,892120,new,40164.45
2358,John Johnson,18,Male,Maxima,Yellow,130,288876,new,41413.88
2359,Alex Smith,24,Female,Quest,White,176,491006,old,49793.69
2360,,,,,,,,,
2361,Chris Taylor,36,Non-binary,Rnessa,Black,121,689367,very good,30659.02
2362,John Jones,35,Non-binary,Altima,Green,62,790182,old,11018.05
2363,,,,,,,,,
2364,Jane Jones,26,Polygender,Altima,Purple,69,425164,very bad,28317.64
2365,Mike Miller,46,Non-binary,Pathfinder,Orange,367,66362,bad,6201.02
2366,Chris Williams,27,Male,Maxima,Purple,352,747547,very good,26875.47
2367,Laura Davis,35,Female,Gloria,White,13,27465,very bad,44055.01
2368,Mike Moore,49,Genderfluid,Altima,Blue,371,559652,old,27293.44
2369,Mike Williams,63,Genderfluid,Pathfinder,Blue,9,977820,very good,13231
2370,Laura Miller,37,Female,Gloria,Red,36,710559,new,7061.62
2371,,,,,,,,,
2372,Katie Brown,47,Male,Quest,Yellow,321,88149,bad,23574.69
2373,John Brown,41,Genderfluid,Altima,Green,51,613393,very good,36197.63
2374,Alex Jones,67,Female,Rnessa,Green,154,691070,bad,12195.28
2375,,,,,,,,,
2376,Laura Davis,68,Non-binary,Juke,Black,299,903997,old,31457.43
2377,Emily Smith,67,Non-binary,Juke,Yellow,378,611793,very bad,12193.48
2378,Laura Wilson,39,Female,Altima,Yellow,104,108297,old,5689.49
2379,John Williams,59,Female,Leaf,Purple,326,588266,very bad,33214.5
2380,Alex Johnson,37,Female,Maxima,Red,126,77361,very good,20353.39
2381,,,,,,,,,
2382,,,,,,,,,
2383,Mike Williams,35,Polygender,Juke,Gray,113,572345,bad,32904.54
2384,Alex Williams,37,Male,Pathfinder,Yellow,157,463123,new,7883.6
2385,Mike Miller,51,Non-binary,Gloria,Yellow,192,213002,very bad,37371.21
2386,Alex Smith,37,Genderfluid,Leaf,Green,12,223523,new,14695
2387,Alex Moore,30,Male,Juke,Silver,129,65892,bad,31403.37
2388,John Johnson,43,Non-binary,Altima,Black,172,933322,very bad,8940.05
2389,Mike Moore,56,Genderfluid,Leaf,Red,356,496394,very good,20004.46
2390,,,,,,,,,
2391,,,,,,,,,
2392,Alex Brown,69,Female,Gloria,Black,120,921094,very good,22297.13
2393,Laura Johnson,34,Female,Pathfinder,Gray,293,828123,new,37643.25
2394,,,,,,,,,
2395,John Smith,39,Polygender,Pathfinder,Green,134,139767,new,9731.11
2396,Emily Wilson,35,Non-binary,Rnessa,White,55,492534,new,37483.55
2397,Jane Brown,39,Female,Altima,Red,51,841673,new,8156.36
2398,Mike Wilson,68,Polygender,Leaf,Purple,260,553599,very good,44762.75
2399,,,,,,,,,
2400,Mike Wilson,32,Female,Leaf,White,115,111810,old,46789.19
2401,Laura Taylor,59,Male,March / Micra,Black,306,34061,old,17728.18
2402,Emily Taylor,25,Non-binary,Rnessa,Blue,80,418210,very bad,32902.88
2403,Chris Brown,41,Polygender,Leaf,Gray,102,12102,very good,37889.91
2404,Jane Williams,39,Male,Juke,White,67,503073,old,26796.75
2405,Jane Davis,18,Genderfluid,Avenir,Orange,170,517807,very good,8771.74
2406,Sophie Wilson,46,Female,March / Micra,Orange,369,481847,bad,28334.13
2407,Alex Davis,36,Polygender,Altima,Gray,20,780905,bad,29962.87
2408,Sophie Taylor,55,Non-binary,Leaf,Purple,109,28147,old,45724.54
2409,David Brown,34,Female,Altima,Orange,209,691106,old,44791.32
2410,John Smith,53,Non-binary,March / Micra,Green,5,922403,bad,27561.11
2411,Alex Smith,47,Male,Gloria,Orange,13,333412,very bad,20200.77
2412,Chris Johnson,57,Polygender,Altima,Green,300,880195,very good,14315.4
2413,Emily Johnson,24,Genderfluid,Maxima,Orange,194,935325,old,7697.29
2414,Katie Smith,36,Non-binary,Avenir,Orange,322,568558,old,46978.68
2415,Emily Jones,36,Genderfluid,Gloria,Yellow,197,724763,new,32549.65
2416,John Williams,21,Genderfluid,Gloria,Blue,133,937113,very good,26236.37
2417,,,,,,,,,
2418,Sophie Taylor,55,Polygender,Rnessa,Green,98,382782,new,9962.55
2419,Katie Brown,22,Genderfluid,Pathfinder,Black,242,840951,old,23114.23
2420,Laura Brown,49,Male,Juke,Blue,297,360385,very good,8567.4
2421,Mike Taylor,50,Non-binary,Quest,Red,127,954048,new,45509.11
2422,David Jones,27,Genderfluid,Juke,Orange,234,659239,bad,25891.68
2423,,,,,,,,,
2424,Chris Davis,66,Genderfluid,Rnessa,Black,202,979046,old,33526.52
2425,Jane Moore,23,Genderfluid,Juke,Purple,35,857731,very good,17909.06
2426,Mike Smith,24,Polygender,Leaf,Yellow,55,645216,old,35449.44
2427,Laura Brown,45,Female,Juke,Silver,141,406672,bad,49590
2428,Sophie Moore,21,Male,Maxima,Orange,263,215416,old,40919.87
2429,,,,,,,,,
2430,Katie Johnson,35,Male,March / Micra,Green,47,193854,old,38847.85
2431,Chris Miller,39,Female,Pathfinder,Red,144,97224,very good,21734.82
2432,Jane Jones,33,Non-binary,March / Micra,Blue,37,521316,old,25095.77
2433,David Smith,52,Male,Quest,Green,64,783080,new,27325.21
2434,John Davis,34,Non-binary,Pathfinder,Yellow,202,103473,very bad,29129.41
2435,,,,,,,,,
2436,Sophie Smith,53,Polygender,Pathfinder,Silver,199,680367,new,49641.51
2437,Laura Johnson,43,Genderfluid,Leaf,Purple,12,667236,very good,11222.34
2438,,,,,,,,,
2439,Katie Jones,27,Polygender,Rnessa,Black,347,401772,bad,14552.47
2440,Jane Williams,29,Genderfluid,Pathfinder,White,232,843548,new,40640.79
2441,Alex Brown,46,Genderfluid,Leaf,Green,10,247165,bad,44882.81
2442,David Jones,38,Genderfluid,Quest,Silver,154,566913,new,40584.12
2443,Jane Jones,60,Non-binary,Rnessa,Silver,199,104180,very bad,16076.17
2444,Alex Moore,33,Female,Rnessa,Green,26,323219,very bad,24449.93
2445,Sophie Brown,46,Polygender,Avenir,Yellow,127,539890,bad,41493.69
2446,Mike Jones,64,Genderfluid,Altima,Red,187,854304,new,42161.67
2447,,,,,,,,,
2448,Laura Johnson,49,Female,Rnessa,Yellow,93,144115,old,39609.92
2449,Chris Johnson,49,Genderfluid,Rnessa,Gray,4,719574,very bad,27234.46
2450,John Williams,63,Genderfluid,Leaf,White,228,796335,very bad,47091.26
2451,Katie Taylor,25,Female,Leaf,Silver,72,314459,very good,46735.09
2452,,,,,,,,,
2453,Katie Davis,61,Non-binary,March / Micra,Yellow,19,310057,bad,45280.94
2454,Jane Moore,59,Male,Altima,Purple,389,81704,old,30142.2
2455,Laura Jones,37,Non-binary,Leaf,Gray,54,843203,bad,14263.94
2456,Laura Johnson,35,Female,Maxima,Orange,29,734025,new,33456.38
2457,Sophie Brown,47,Male,Leaf,Yellow,111,336375,bad,16230.67
2458,Jane Brown,52,Female,Quest,Purple,298,900544,bad,11517.58
2459,John Taylor,38,Non-binary,Leaf,Black,82,716833,new,31174.31
2460,Katie Brown,47,Female,Maxima,Purple,66,295725,bad,20525.69
2461,Emily Brown,23,Polygender,Pathfinder,Red,386,655213,new,35249.98
2462,Sophie Miller,68,Genderfluid,Leaf,Silver,20,5636,old,21993.59
2463,Chris Moore,62,Polygender,Quest,Blue,232,120846,very bad,29987.22
2464,Chris Williams,66,Male,Leaf,Green,377,153199,new,46079.8
2465,John Jones,32,Female,Maxima,Red,309,224847,very bad,17873.57
2466,Chris Smith,47,Genderfluid,Pathfinder,Yellow,317,117500,bad,5470.72
2467,Chris Jones,41,Male,Altima,Yellow,160,525803,very bad,27246.76
2468,,,,,,,,,
2469,John Jones,42,Female,Rnessa,Purple,290,502724,very good,6419.77
2470,Katie Wilson,62,Non-binary,Leaf,Gray,6,318333,very bad,27526.92
2471,David Davis,24,Polygender,Gloria,Silver,362,858774,old,29011.35
2472,Mike Wilson,62,Non-binary,March / Micra,Black,376,677232,very good,40484.44
2473,Sophie Miller,60,Female,Quest,Silver,398,125369,very bad,32914.63
2474,Mike Smith,32,Female,Pathfinder,White,80,989425,very bad,48327.34
2475,Alex Jones,48,Genderfluid,Gloria,Silver,144,451085,bad,9022.29
2476,Chris Jones,53,Polygender,Pathfinder,Silver,26,544910,very bad,37346.24
2477,Chris Miller,52,Female,Juke,Red,337,522466,bad,6362.16
2478,Alex Davis,59,Genderfluid,Maxima,Silver,236,493148,old,25720.02
2479,Katie Smith,21,Genderfluid,Altima,Yellow,103,686719,old,8625.53
2480,Emily Williams,58,Female,Avenir,Gray,12,786453,very bad,8509.4
2481,Chris Williams,27,Female,Leaf,White,224,393570,new,9929.06
2482,Katie Johnson,59,Female,Altima,Black,108,213812,bad,42148.9
2483,Jane Miller,48,Genderfluid,March / Micra,Blue,287,798910,very good,26093.26
2484,David Williams,40,Female,Juke,White,134,154238,bad,45349.53
2485,John Johnson,66,Polygender,Juke,Gray,126,876129,old,12134.26
2486,Alex Miller,33,Female,Altima,Green,182,246942,bad,28798.64
2487,,,,,,,,,
2488,Mike Moore,31,Polygender,Gloria,Yellow,182,182724,very good,15285.7
2489,Alex Jones,60,Male,Leaf,Yellow,231,824500,new,38280.8
2490,Emily Jones,46,Polygender,Leaf,Red,267,393759,very good,15069.31
2491,Jane Taylor,42,Male,Rnessa,Orange,182,821685,very bad,22210.27
2492,Sophie Taylor,60,Polygender,March / Micra,Purple,295,277216,very good,48280.76
2493,John Taylor,50,Male,Avenir,Gray,228,501925,old,25021.21
2494,Jane Brown,35,Non-binary,Maxima,White,201,728759,bad,45377.07
2495,John Davis,63,Non-binary,Avenir,Yellow,45,433863,old,33454.81
2496,Jane Smith,49,Female,Leaf,Red,251,228158,bad,37316.81
2497,Emily Jones,24,Polygender,Altima,Green,117,883278,very bad,46398.09
2498,Alex Taylor,39,Non-binary,Maxima,Silver,218,983350,bad,31440.84
2499,Emily Williams,35,Female,Juke,Orange,24,226986,new,17864.98
2500,Jane Moore,65,Male,Leaf,Purple,27,306763,new,6833.35
2501,Sophie Williams,61,Genderfluid,March / Micra,Blue,97,236458,new,8262.94
2502,Laura Johnson,53,Genderfluid,Leaf,Blue,369,860063,old,15292.67
2503,David Brown,35,Male,Rnessa,Green,140,614047,bad,45064.79
2504,David Wilson,65,Male,Avenir,Red,157,651784,very good,40434.26
2505,Sophie Moore,20,Polygender,Altima,Silver,285,442306,bad,24426.32
2506,Alex Jones,22,Male,Avenir,Red,220,953061,bad,37102.42
2507,Katie Williams,65,Female,Rnessa,Blue,104,503836,old,33060.4
2508,Katie Miller,56,Polygender,Altima,Black,268,551481,very bad,38089.35
2509,,,,,,,,,
2510,Mike Smith,25,Genderfluid,Altima,Red,53,207150,new,17776.86
2511,Jane Davis,18,Genderfluid,Avenir,Blue,192,447079,very good,10173.74
2512,Alex Taylor,39,Polygender,Altima,Yellow,184,512378,new,35247.96
2513,Laura Jones,26,Female,Juke,Black,175,49876,old,32727.11
2514,David Jones,69,Non-binary,Quest,Gray,284,403089,very good,13760.62
2515,David Moore,40,Polygender,Altima,White,172,988251,very good,18978.06
2516,Alex Wilson,56,Genderfluid,Altima,Yellow,36,538175,very bad,35431.36
2517,Chris Williams,25,Polygender,Leaf,White,5,453581,very good,15404.63
2518,David Taylor,65,Genderfluid,Altima,Red,212,731465,new,28362.4
2519,,,,,,,,,
2520,Mike Miller,35,Female,Pathfinder,Orange,335,387243,very bad,5698.91
2521,Emily Moore,36,Polygender,Maxima,Gray,187,139016,new,38757.94
2522,John Moore,42,Non-binary,Juke,Black,326,676100,very bad,38337.63
2523,,,,,,,,,
